瑞虎7	486	217	154	328	0.47	0.67	0.71
太行山上	348	217	217	347	0.63	1.00	1.00
卧底	319	217	217	319	0.68	1.00	1.00
小米5s	302	216	192	248	0.77	0.82	0.89
周星驰电影国语	357	216	140	182	0.77	0.51	0.65
减肥操	571	215	206	509	0.40	0.89	0.96
民族舞	487	215	92	167	0.55	0.34	0.43
秦腔	705	215	114	327	0.35	0.46	0.53
少女时代	878	215	163	536	0.30	0.61	0.76
印度电影	895	215	131	271	0.48	0.30	0.61
博越	438	214	129	258	0.50	0.59	0.60
斗龙战士	498	214	213	394	0.54	0.79	1.00
极乐净土 舞蹈	611	214	98	226	0.43	0.37	0.46
苗阜王声	426	214	167	307	0.54	0.72	0.78
霹雳火	863	214	214	843	0.25	0.98	1.00
丧尸电影	307	214	191	216	0.88	0.70	0.89
铁血战狼	388	214	214	381	0.56	0.98	1.00
腿模	397	214	95	177	0.54	0.45	0.44
汪汪队立大功第1季	311	214	206	305	0.68	0.98	0.96
仙剑奇侠传	502	214	213	490	0.43	0.98	1.00
因为爱情有奇迹	234	214	213	225	0.95	0.96	1.00
视频播放	942	213	211	829	0.25	0.88	0.99
臭屁虫	320	212	205	296	0.69	0.93	0.97
东京食尸鬼	1391	212	174	1250	0.14	0.90	0.82
赌神	489	212	208	475	0.44	0.97	0.98
非诚勿扰最新一期	604	212	202	584	0.35	0.97	0.95
华晨宇 我的滑板鞋	353	212	210	343	0.61	0.97	0.99
火线三兄弟	327	212	212	325	0.65	0.99	1.00
科目三考试视频	348	212	174	284	0.61	0.82	0.82
门第	315	212	212	315	0.67	1.00	1.00
